cadena;marca;descripcion;calibre;fleje;precio;descuento;promo_nominal
Jumbo;Bierhaus;Cerveza Bierhaus Honey 473 Ml;473 ml;3350.0;3350.0;0;
Jumbo;Bierhaus;Cerveza Scotch Momentum 473 Ml Bierhaus;473 ml;3350.0;3350.0;0;
Jumbo;Bierhaus;Cerveza IPA Super Star 473 Ml Bierhaus;473 ml;4300.0;4300.0;0;
Jumbo;Antares;Cerveza Scotch 473 Ml Antares;473 ml;4800.0;4800.0;0;
Jumbo;Antares;Cerveza Honey 473 Ml Antares;473 ml;4700.0;4700.0;0;
Jumbo;Kunstmann;Cerveza Torobayo Roja 470 Ml Kunstmann;470 ml;4567.0;4567.0;0;
Jumbo;Imperial;Cerveza Imperial Golden 473cc;473 ml;3166.0;3166.0;0;
Jumbo;Rabieta;Cerveza American IPA 473 Cc Rabieta;473 ml;4500.0;4500.0;0;
Jumbo;Imperial;Cerveza Imperial Rubia 710cc;710 ml;4463.0;4463.0;0;
Jumbo;Heineken;Cerveza Rubia 710 Cc Heineken;710 ml;6050.0;6050.0;0;
Jumbo;Andes;Cerveza IPA 1 Lts Andes;-;5935.0;4451.25;25;25% ANDES | Ofertas Internas
Jumbo;Blue Moon;Cerveza Belgian White 355 Cc Blue Moon;355 ml;5242.0;5242.0;0;
Jumbo;Andes;Cerveza Rubia 1 Lts Andes;-;5777.0;4332.75;25;25% ANDES | Ofertas Internas
Jumbo;Andes;Cerveza Roja 1 Lts Andes;-;5935.0;4451.25;25;25% ANDES | Ofertas Internas
Jumbo;Quilmes;Cerveza Rubia 340 Cc Quilmes;340 ml;1674.0;1255.5;25;25% QUILMES | Ofertas Internas
Jumbo;Warsteiner;Cerveza Rubia 473 Ml Warsteiner;473 ml;3477.0;2885.91;17;6x5 WARSTEINER | Ofertas Internas
Jumbo;Imperial;Cerveza Cream Stout 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Jumbo;Budweiser;Cerveza Rubia 1 Lts Budweiser;-;5350.0;4012.5;25;25% BUDWEISER | Ofertas Internas
Jumbo;Imperial;Cerveza Extra Lager 473 Cc Imperial;473 ml;3166.0;3166.0;0;
Jumbo;Quilmes;Cerveza Rubia 1 Lts Quilmes;-;4580.0;3435.0;25;25% QUILMES | Ofertas Internas
Jumbo;Brahma;Cerveza Brahma Chopp Lata 473mlx6;-;16683.0;16683.0;0;
Jumbo;Brahma;Cerveza Rubia 354 Cc Brahma;354 ml;1800.0;1800.0;0;
Jumbo;Quilmes;Cerveza Rubia 473 Cc Quilmes;473 ml;2588.0;1941.0;25;25% QUILMES | Ofertas Internas
Jumbo;Bajo Cero;Cerveza Bajo Cero 1 Lts Quilmes;-;3971.0;2978.25;25;25% QUILMES | Ofertas Internas
Jumbo;Miller;Cerveza Lager 330 Cc Miller;330 ml;3893.0;3893.0;0;
Jumbo;Miller;Cerveza Genuine Draft 473 Ml Miller;473 ml;3477.0;2885.91;17;6x5 MILLER | Ofertas Internas
Jumbo;Grolsch;Cerveza IPA 473 Cc Grolsch;473 ml;4152.0;2491.2;40;40% Almacen | Ecommerce
Jumbo;Guinness;Cerveza Extra Stout 473 Ml Guinness;473 ml;4500.0;4500.0;0;
Jumbo;Amstel;Cerveza Lager 1 Lts Amstel;-;4775.0;4775.0;0;
Jumbo;Bierhaus;Cerveza Red Ipa 473 Ml Bierhaus;473 ml;4300.0;4300.0;0;
Jumbo;Antares;Cerveza Kolsch 473 Ml Antares;473 ml;4750.0;4750.0;0;
Jumbo;Imperial;Cerveza Imperial Golden 1 L;1000 ml;5242.0;5242.0;0;
Jumbo;Rabieta;Cerveza Red Honey 473 Cc Rabieta;473 ml;4100.0;4100.0;0;
Jumbo;Asahi;Cerveza Super Dry 330 Ml Asahi;330 ml;5600.0;4200.0;25;25% ASAHI | Ofertas Trafico
Jumbo;Andes;Cerveza Roja 473 Cc Andes;473 ml;3501.0;2625.75;25;25% ANDES | Ofertas Internas
Jumbo;Singha;Cerveza Lager 330 Ml Singha;330 ml;3500.0;3500.0;0;
Jumbo;Warsteiner;Cerveza Rubia 1 Lts Warsteiner;-;6384.0;6384.0;0;
Jumbo;Brahma;Cerveza Brahma Chopp Rubia 1lt Ret;1000 ml;4976.0;4976.0;0;
Jumbo;Budweiser;Cerveza Rubia 473 Ml Budweiser;473 ml;2966.0;2224.5;25;25% BUDWEISER | Ofertas Internas
Jumbo;Imperial;Cerveza Imperial Rubia 1 L;1000 ml;5242.0;5242.0;0;
Jumbo;Miller;Cerveza Rubia 1 Lts Miller;-;6384.0;4468.8;30;30% MILLER | Ofertas Internas
Jumbo;Pampa Brewing;Cerveza Lager 473 Cc Pampa Brewing;473 ml;3850.0;3850.0;0;
Jumbo;Imperial;Cerveza Golden Ale 330 Cc Imperial;330 ml;3477.0;3477.0;0;
Jumbo;Salta Cautiva;Cerveza Session Ipa 473 Cc Salta Cautiva;473 ml;3166.0;3166.0;0;
Jumbo;Andes;Cerveza Rubia 710 Cc Andes;710 ml;4823.0;4823.0;0;
Jumbo;Bierhaus;Cerveza Chalalager 473 Ml Bierhaus;473 ml;4300.0;4300.0;0;
Jumbo;Heineken;Cerveza 0.0 330 Ml Heineken;330 ml;3270.0;3270.0;0;
Jumbo;Ortuzar;Cerveza Poker con Bourbon 473 Ml Ortuzar;473 ml;3750.0;3750.0;0;
Jumbo;Bierhaus;Cerveza Argentipa 473 Cc Bierhaus;473 ml;4380.79;4380.79;0;
Jumbo;Salta Cautiva;Cerveza Salta Cautiva Roja 473 Ml;473 ml;3166.0;3166.0;0;
Jumbo;Pampa Brewing;Cerveza Golden Ale 473 Cc Pampa Brewing;473 ml;3150.0;3150.0;0;
Jumbo;Rabieta;Cerveza Golden Ale 473 Cc Rabieta;473 ml;4100.0;4100.0;0;
Jumbo;Imperial;Cerveza APA 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Jumbo;Imperial;Cerveza IPA 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Jumbo;Imperial;Cerveza Ipa 1 Lts Imperial;-;5657.0;5657.0;0;
Jumbo;Bavaria;Cerveza Rubia 500 Ml Bavaria;500 ml;4200.0;4200.0;0;
Jumbo;Schneider;Cerveza Rubia 1000 Ml Schneider;1000 ml;4567.0;3196.9;30;30% SCHNEIDER | Ofertas Internas
Jumbo;Cusqueña;Cerveza Cusque+æa Rubia 330cc;330 ml;4450.0;4450.0;0;
Jumbo;Brahma;Cerveza Rubia 340 Cc Brahma;340 ml;1883.0;1883.0;0;
Jumbo;Miller;Cerveza Rubia 600 Cc Miller;600 ml;5813.0;5813.0;0;
Jumbo;Tsingtao;Cerveza Stout 330 Ml Tsingtao;330 ml;5426.37;5426.37;0;
Jumbo;Salta Cautiva;Cerveza Lager 473 Cc Salta Cautiva;473 ml;3166.0;3166.0;0;
Jumbo;Budweiser;Cerveza Rubia 710 Cc Budweiser;710 ml;4350.0;3262.5;25;25% BUDWEISER | Ofertas Internas
Jumbo;Rabieta;Cerveza Helles Munich 473 Cc Rabieta;473 ml;4100.0;4100.0;0;
Jumbo;Rabieta;Cerveza Red Irish Ale 473 Cc Rabieta;473 ml;4100.0;4100.0;0;
Jumbo;Imperial;Cerveza Imperial Roja 473cc;473 ml;3322.0;3322.0;0;
Jumbo;Tsingtao;Cerveza Pale Lager 330 Ml Tsingtao;330 ml;5426.37;5426.37;0;
Jumbo;Karlsbräu;Cerveza Helles 500 Ml Karlsbräu;500 ml;3700.0;3700.0;0;
Jumbo;Salta Cautiva;Cerveza Salta Cautiva Rubia 1lt Ret;1000 ml;5242.0;5242.0;0;
Jumbo;Salta Cautiva;Cerveza Salta Cautiva Rubia 473 Ml;473 ml;3166.0;3166.0;0;
Jumbo;Miller;Cerveza Rubia 710 Cc Miller;710 ml;5242.0;5242.0;0;
Jumbo;Tsingtao;Cerveza Lager 640 Ml Tsingtao;640 ml;8750.0;8750.0;0;
Jumbo;Birra Moretti;Cerveza Birra Moretti-bot-cc.-330;-;6200.0;6200.0;0;
Jumbo;Imperial;Cerveza Imperial Stout 1lt;1000 ml;5450.0;5450.0;0;
Jumbo;Iguana;Cerveza Pilsener 1 Lts Iguana;-;3944.0;3944.0;0;
Jumbo;Tsingtao;Cerveza Lager 330 Ml Tsingtao;330 ml;5400.53;5400.53;0;
Jumbo;Bitburger;Cerveza Lager 500 Ml Bitburger;500 ml;5700.0;5700.0;0;
Jumbo;Schneider;Cerveza Rubia 473 Ml Schneider;473 ml;2595.0;2595.0;0;
Disco;Stella Artois;Cerveza Lager Pure Gold 473 Cc Stella Artois;473 ml;3390.0;2034.0;40;40% Almacen | Ecommerce
Disco;Corona;Cerveza Sin Alcohol 330 Cc Corona;330 ml;3672.0;2386.8;35;35% CORONA | Ofertas Internas
Disco;Stella Artois;Cerveza Rubia 975 Ml Stella Artois;975 ml;7368.0;4789.2;35;35% Almacen | Ecommerce
Disco;Corona;Cerveza Rubia 330ml Corona;330 ml;4548.0;3411.0;25;25% CORONA | Ofertas Internas
Disco;Heineken;Cerveza Lager Sin Alcohol 473 Cc Heineken;473 ml;3425.0;3425.0;0;
Disco;Stella Artois;Cerveza Pure Gold Lager 330 Ml Stella Artois;330 ml;4664.0;2798.4;40;40% Almacen | Ecommerce
Disco;Corona;Cerveza Lager Sin Alcohol 473 Cc Corona;473 ml;3240.0;2106.0;35;35% CORONA | Ofertas Internas
Disco;Andes;Cerveza Golden Lager 1 Lts Andes;-;5800.0;3480.0;40;40% Almacen | Ecommerce
Disco;Brahma;Cerveza Rubia 710 Cc Brahma;710 ml;4192.0;4192.0;0;
Disco;Quilmes;Cerveza Lager 710 Cc Quilmes;710 ml;3672.0;2754.0;25;25% QUILMES | Ofertas Internas
Disco;Amstel;Cerveza Lager 473 Cc Amstel;473 ml;3010.0;2498.3;17;6x5 AMSTEL | Ofertas Internas
Disco;Antares;Cerveza Honey 473 Ml Antares;473 ml;4850.0;4850.0;0;
Disco;Antares;Cerveza IPA 473 Cc Antares;473 ml;4900.0;4900.0;0;
Disco;Antares;Cerveza Antares Caravana 473 Ml;473 ml;4850.0;4850.0;0;
Disco;Patagonia;Cerveza Amber Lager 730 Cc Patagonia;730 ml;7613.0;5709.75;25;25% PATAGONIA | Ofertas Internas
Disco;Heineken;Cerveza Rubia 1 Lts Heineken;-;7474.0;7474.0;0;
Disco;Schneider;Cerveza Sabor Limón Remix 473 Cc Schneider;473 ml;3010.0;3010.0;0;
Disco;Imperial;Cerveza Golden Sin Alcohol 473 Cc Imperial;473 ml;2491.0;2067.53;17;6x5 IMPERIAL | Ofertas Internas
Disco;Antares;Cerveza IPA Sin Alcohol 473 Cc Antares;473 ml;4200.0;4200.0;0;
Disco;Patagonia;Cerveza Lager del Sur 730 Cc Patagonia;730 ml;7613.0;5709.75;25;25% PATAGONIA | Ofertas Internas
Disco;Blue Moon;Cerveza Belgian White 473 Cc Blue Moon;473 ml;5086.0;4221.38;17;6x5 BLUE MOON | Ofertas Internas
Disco;Patagonia;Cerveza Vera IPA 730 Cc Patagonia;730 ml;7613.0;5709.75;25;25% PATAGONIA | Ofertas Internas
Disco;Pampa Brewing;Cerveza IPA 473 Cc Pampa Brewing;473 ml;3650.0;3650.0;0;
Disco;Antares;Cerveza Scotch 473 Ml Antares;473 ml;4900.0;4900.0;0;
Disco;Imperial;Cerveza Imperial Golden 473cc;473 ml;3374.0;3374.0;0;
Disco;Imperial;Cerveza Imperial Roja 473cc;473 ml;3581.0;3581.0;0;
Disco;Andes;Cerveza Rubia 1 Lts Andes;-;5989.0;4491.75;25;25% ANDES | Ofertas Internas
Disco;Andes;Cerveza Roja 1 Lts Andes;-;6200.0;4650.0;25;25% ANDES | Ofertas Internas
Disco;Imperial;Cerveza Cream Stout 473 Cc Imperial;473 ml;3581.0;3581.0;0;
Disco;Imperial;Cerveza Extra Lager 473 Cc Imperial;473 ml;3374.0;3374.0;0;
Disco;Warsteiner;Cerveza Rubia 1 Lts Warsteiner;-;6851.0;6851.0;0;
Disco;Quilmes;Cerveza Rubia 1 Lts Quilmes;-;4536.0;3402.0;25;25% QUILMES | Ofertas Internas
Disco;Quilmes;Cerveza Stout 1 Lts Quilmes;-;4923.0;3692.25;25;25% QUILMES | Ofertas Internas
Disco;Grolsch;Cerveza Pilsner 925 Cc Grolsch;925 ml;7318.0;4390.8;40;40% Almacen | Ecommerce
Disco;Brahma;Cerveza Brahma Chopp Lata 473mlx6;-;17674.0;17674.0;0;
Disco;Brahma;Cerveza Rubia 354 Cc Brahma;354 ml;1850.0;1850.0;0;
Disco;Karlsbräu;Cerveza Pilsen 500 Ml Karlsbräu;500 ml;3800.0;3800.0;0;
Disco;Andes;Cerveza Rubia Oro 473 Cc Andes;473 ml;3450.0;2001.0;42;OFERTA ANDES | Ofertas Trafico
Disco;Antares;Cerveza Lager 473 Cc Antares;473 ml;4200.0;4200.0;0;
Disco;Bajo Cero;Cerveza Bajo Cero 1 Lts Quilmes;-;4075.0;3056.25;25;25% QUILMES | Ofertas Internas
Disco;Miller;Cerveza Lager 330 Cc Miller;330 ml;4152.0;4152.0;0;
Disco;Miller;Cerveza Genuine Draft 473 Ml Miller;473 ml;3841.0;3188.03;17;6x5 MILLER | Ofertas Internas
Disco;Amstel;Cerveza Lager 710 Ml Amstel;710 ml;4256.0;4256.0;0;
Disco;Heineken;Cerveza 0.0 330 Ml Heineken;330 ml;3529.0;3529.0;0;
Disco;Pampa Brewing;Cerveza Nitro Cream Stout 473 Cc Pampa Brewing;473 ml;3650.0;3650.0;0;
Disco;Pampa Brewing;Cerveza Sabor Honey 473 Cc Pampa Brewing;473 ml;3250.0;3250.0;0;
Disco;Amstel;Cerveza Lager 1 Lts Amstel;-;5242.0;5242.0;0;
Disco;Bierhaus;Cerveza IPA Super Star 473 Ml Bierhaus;473 ml;4400.0;4400.0;0;
Disco;Pampa Brewing;Cerveza Golden Ale 473 Cc Pampa Brewing;473 ml;3250.0;3250.0;0;
Disco;Pampa Brewing;Cerveza Amber Ale 473 Ml Pampa Brewing;473 ml;3250.0;3250.0;0;
Disco;Antares;Cerveza Kolsch 473 Ml Antares;473 ml;4900.0;4900.0;0;
Disco;Imperial;Cerveza Imperial Golden 1 L;1000 ml;5657.0;5657.0;0;
Disco;Imperial;Cerveza Imperial Rubia 710cc;710 ml;4827.0;4827.0;0;
Disco;Heineken;Cerveza Rubia 710 Cc Heineken;710 ml;6250.0;6250.0;0;
Disco;Imperial;Cerveza APA 473 Cc Imperial;473 ml;3581.0;3581.0;0;
Disco;Andes;Cerveza IPA 1 Lts Andes;-;6200.0;4650.0;25;25% ANDES | Ofertas Internas
Disco;Andes;Cerveza Roja 473 Cc Andes;473 ml;3605.0;2703.75;25;25% ANDES | Ofertas Internas
Disco;Blue Moon;Cerveza Belgian White 355 Cc Blue Moon;355 ml;5657.0;5657.0;0;
Disco;Imperial;Cerveza Ipa 1 Lts Imperial;-;6176.0;6176.0;0;
Disco;Budweiser;Cerveza Rubia 1 Lts Budweiser;-;5500.0;4125.0;25;25% BUDWEISER | Ofertas Internas
Disco;Schneider;Cerveza Rubia 1000 Ml Schneider;1000 ml;4982.0;3487.4;30;30% SCHNEIDER | Ofertas Internas
Disco;Imperial;Cerveza Imperial Rubia 1 L;1000 ml;5657.0;5657.0;0;
Disco;Grolsch;Cerveza Pilsner 473 Cc Grolsch;473 ml;4256.0;2553.6;40;40% Almacen | Ecommerce
Disco;Pampa Brewing;Cerveza Lager 473 Cc Pampa Brewing;473 ml;3950.0;3950.0;0;
Disco;Flensburger;Cerveza Pilsener 500 Ml Flensburger;500 ml;4900.0;4900.0;0;
Disco;Estrella Del Sur;Cerveza Pilsen 500 Ml Estrella del Sur;500 ml;2600.0;2600.0;0;
Disco;Royal Dutch;Cerveza Strong Lager 500 Ml Royal Dutch;500 ml;3150.0;3150.0;0;
Disco;Imperial;Cerveza Golden Ale 330 Cc Imperial;330 ml;3841.0;3841.0;0;
Disco;Salta Cautiva;Cerveza Session Ipa 473 Cc Salta Cautiva;473 ml;3374.0;3374.0;0;
Disco;Andes;Cerveza Rubia 710 Cc Andes;710 ml;4982.0;4982.0;0;
Disco;Quilmes;Cerveza IPA 473 Cc Quilmes;473 ml;2816.0;2112.0;25;25% QUILMES | Ofertas Internas
Disco;Antares;Cerveza Antares Playa Grande 473cc;473 ml;4900.0;4900.0;0;
Disco;Grolsch;Cerveza IPA 473 Cc Grolsch;473 ml;4515.0;2709.0;40;40% Almacen | Ecommerce
Disco;Guinness;Cerveza Extra Stout 473 Ml Guinness;473 ml;4600.0;4600.0;0;
Disco;Salta Cautiva;Cerveza Salta Cautiva Rubia 473 Ml;473 ml;3374.0;3374.0;0;
Disco;Salta Cautiva;Cerveza Salta Cautiva Roja 473 Ml;473 ml;3374.0;3374.0;0;
Disco;Kunstmann;Cerveza Torobayo Roja 470 Ml Kunstmann;470 ml;4982.0;4982.0;0;
Disco;Kunstmann;Cerveza Kunstmann Ipa Session 470cc;470 ml;4982.0;4982.0;0;
Disco;Rabieta;Cerveza Red Irish Ale 473 Cc Rabieta;473 ml;4200.0;4200.0;0;
Disco;Imperial;Cerveza IPA 473 Cc Imperial;473 ml;3581.0;3581.0;0;
Disco;Miller;Cerveza Rubia 1 Lts Miller;-;6851.0;4795.7;30;30% MILLER | Ofertas Internas
Disco;Rabieta;Cerveza Helles Munich 473 Cc Rabieta;473 ml;4200.0;4200.0;0;
Disco;Rabieta;Cerveza Golden Ale 473 Cc Rabieta;473 ml;4200.0;4200.0;0;
Disco;Rabieta;Cerveza Red Honey 473 Cc Rabieta;473 ml;4200.0;4200.0;0;
Disco;Salta Cautiva;Cerveza Lager 473 Cc Salta Cautiva;473 ml;3374.0;3374.0;0;
Disco;Karlsbräu;Cerveza Helles 500 Ml Karlsbräu;500 ml;3800.0;3800.0;0;
Disco;Karlsbräu;Cerveza Lager 500 Ml Karlsbräu;500 ml;3800.0;3800.0;0;
Disco;Royal Dutch;Cerveza Lager 330 Ml Royal Dutch;330 ml;4250.0;4250.0;0;
Disco;Royal Dutch;Cerveza Lager 0.0% 330 Ml Royal Dutch;330 ml;2700.0;2700.0;0;
Disco;Duff;Cervezas 330ml Lata Duff;330 ml;3750.0;3750.0;0;
Disco;Patagonia;Cerveza Lager del Sur 473 Cc Patagonia;473 ml;5450.0;4087.5;25;25% PATAGONIA | Ofertas Internas
Disco;Bierhaus;Cerveza IPA Chalaland 473 Ml Bierhaus;473 ml;5300.0;5300.0;0;
Disco;Quilmes;Cerveza IPA 1 Lts Quilmes;-;5029.0;3771.75;25;25% QUILMES | Ofertas Internas
Disco;Beepure;Cerveza Blonde 500 Cc Beepure;500 ml;4400.0;4400.0;0;
Disco;Salta Cautiva;Cerveza Salta Cautiva Rubia 1lt Ret;1000 ml;5657.0;5657.0;0;
Disco;Flensburger;Cerveza Gold 330 Cc Flensburger;330 ml;5550.0;5550.0;0;
Disco;Miller;Cerveza Rubia 710 Cc Miller;710 ml;5605.0;5605.0;0;
Disco;Santa Fe;Cerveza Rubia 473 Cc Santa Fe;473 ml;2855.0;2855.0;0;
Disco;Tsingtao;Cerveza Lager 640 Ml Tsingtao;640 ml;9000.0;9000.0;0;
Disco;Bavaria;Cerveza Rubia 500 Ml Bavaria;500 ml;4250.0;4250.0;0;
Disco;Singha;Cerveza Lager 330 Ml Singha;330 ml;3500.0;3500.0;0;
Disco;Bitburger;Cerveza Lager 330 Ml Bitburger;330 ml;5100.0;5100.0;0;
Disco;Imperial;Cerveza Imperial Stout 1lt;1000 ml;5600.0;5600.0;0;
Disco;Tsingtao;Cerveza Lager 330 Ml Tsingtao;330 ml;5400.53;5400.53;0;
Disco;Budweiser;Cerveza Rubia 473 Ml Budweiser;473 ml;3070.0;2302.5;25;25% BUDWEISER | Ofertas Internas
Disco;Cusqueña;Cerveza Cusque+æa Rubia 330cc;330 ml;4550.0;4550.0;0;
Disco;Tsingtao;Cerveza Tsingtao Lata 500ml;500 ml;5700.0;5700.0;0;
Disco;Bitburger;Cerveza Lager 500 Ml Bitburger;500 ml;5850.0;5850.0;0;
Disco;Heineken;Cerveza Rubia 330 Cc Heineken;330 ml;4567.0;4567.0;0;
Vea;Quilmes;Cerveza Lager 710 Cc Quilmes;710 ml;3706.0;2779.5;25;25% QUILMES | Ofertas Internas
Vea;Stella Artois;Cerveza Rubia 975 Ml Stella Artois;975 ml;6838.0;4444.7;35;35% Almacen | Ecommerce
Vea;Landvik;Cerveza Lager 500 Ml Landvik;500 ml;1899.0;1899.0;0;
Vea;Schneider;Cerveza Rubia 710 Cc Schneider;710 ml;3799.0;2849.25;25;OFERTA SCHNEIDER | Ofertas Trafico
Vea;Corona;Cerveza Rubia 710 Ml Corona;710 ml;7490.0;4868.5;35;35% CORONA | Ofertas Internas
Vea;Stella Artois;Cerveza Lager Pure Gold 473 Cc Stella Artois;473 ml;3390.0;2034.0;40;40% Almacen | Ecommerce
Vea;Brahma;Cerveza Rubia 710 Cc Brahma;710 ml;3930.0;3930.0;0;
Vea;Corona;Cerveza Sin Alcohol 330 Cc Corona;330 ml;3600.0;2340.0;35;35% CORONA | Ofertas Internas
Vea;Bajo Cero;Cerveza Bajo Cero 1 Lts Quilmes;-;3814.0;2860.5;25;25% QUILMES | Ofertas Internas
Vea;Corona;Cerveza Rubia 330ml Corona;330 ml;4550.0;3412.5;25;25% CORONA | Ofertas Internas
Vea;Andes;Cerveza Golden Lager 1 Lts Andes;-;5590.0;3354.0;40;40% Almacen | Ecommerce
Vea;Schneider;Cerveza Sabor Limón Remix 473 Cc Schneider;473 ml;2803.0;2803.0;0;
Vea;Heineken;Cerveza Lager Sin Alcohol 473 Cc Heineken;473 ml;3166.0;3166.0;0;
Vea;Patagonia;Cerveza Lager del Sur 730 Cc Patagonia;730 ml;7035.0;7035.0;0;
Vea;Michelob;Cerveza Ultra 473 Cc Michelob;473 ml;2990.0;1943.5;35;35% Almacen | Ecommerce
Vea;Budweiser;Cerveza Rubia 710 Cc Budweiser;710 ml;4192.0;3144.0;25;25% BUDWEISER | Ofertas Internas
Vea;Patagonia;Cerveza Vera IPA 730 Cc Patagonia;730 ml;7035.0;7035.0;0;
Vea;Andes;Cerveza IPA 1 Lts Andes;-;5723.0;5723.0;0;
Vea;Andes;Cerveza Rubia 1 Lts Andes;-;5565.0;5565.0;0;
Vea;Andes;Cerveza Roja 1 Lts Andes;-;5723.0;5723.0;0;
Vea;Patagonia;Cerveza IPA Sabor Sauco 730 Cc Patagonia;730 ml;7035.0;7035.0;0;
Vea;Budweiser;Cerveza Rubia 1 Lts Budweiser;-;5190.0;3892.5;25;25% BUDWEISER | Ofertas Internas
Vea;Quilmes;Cerveza Stout 1 Lts Quilmes;-;4605.0;3453.75;25;25% QUILMES | Ofertas Internas
Vea;Brahma;Cerveza Brahma Chopp Rubia 1lt Ret;1000 ml;4817.0;4817.0;0;
Vea;Grolsch;Cerveza Pilsner 925 Cc Grolsch;925 ml;6747.0;4048.2;40;40% Almacen | Ecommerce
Vea;Patagonia;Cerveza Amber Lager 730 Cc Patagonia;730 ml;7035.0;7035.0;0;
Vea;Heineken;Cerveza Rubia 1 Lts Heineken;-;6851.0;6851.0;0;
Vea;Brahma;Cerveza Rubia 354 Cc Brahma;354 ml;1965.0;1965.0;0;
Vea;Michelob;Cerveza Ultra Lager 275 Ml Michelob;275 ml;2990.0;1943.5;35;35% Almacen | Ecommerce
Vea;Imperial;Cerveza Golden Sin Alcohol 473 Cc Imperial;473 ml;2284.0;2284.0;0;
Vea;Salta Cautiva;Cerveza Session Ipa 473 Cc Salta Cautiva;473 ml;3166.0;3166.0;0;
Vea;Amstel;Cerveza Lager 710 Ml Amstel;710 ml;3996.0;3996.0;0;
Vea;Amstel;Cerveza Lager 1 Lts Amstel;-;4775.0;4775.0;0;
Vea;Quilmes;Cerveza Sin Alcohol 473 Cc Quilmes;473 ml;2130.0;1384.5;35;35% QUILMES | Ofertas Internas
Vea;Heineken;Cerveza Rubia 710 Cc Heineken;710 ml;6099.0;6099.0;0;
Vea;Imperial;Cerveza Ipa 1 Lts Imperial;-;5657.0;5657.0;0;
Vea;Warsteiner;Cerveza Rubia 473 Ml Warsteiner;473 ml;3477.0;3477.0;0;
Vea;Imperial;Cerveza Cream Stout 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Vea;Schneider;Cerveza Rubia 1000 Ml Schneider;1000 ml;4567.0;3196.9;30;30% SCHNEIDER | Ofertas Internas
Vea;Warsteiner;Cerveza Rubia 1 Lts Warsteiner;-;6384.0;6384.0;0;
Vea;Quilmes;Cerveza Rubia 1 Lts Quilmes;-;4580.0;3572.4;22;OFERTA QUILMES BA | Ofertas Trafico
Vea;Grolsch;Cerveza Pilsner 473 Cc Grolsch;473 ml;3996.0;2397.6;40;40% Almacen | Ecommerce
Vea;Amstel;Cerveza Lager 473 Cc Amstel;473 ml;2803.0;2803.0;0;
Vea;Miller;Cerveza Genuine Draft 473 Ml Miller;473 ml;3477.0;2885.91;17;6x5 MILLER | Ofertas Internas
Vea;Grolsch;Cerveza IPA 473 Cc Grolsch;473 ml;4152.0;2491.2;40;40% Almacen | Ecommerce
Vea;Salta Cautiva;Cerveza Salta Cautiva Rubia 1lt Ret;1000 ml;5242.0;5242.0;0;
Vea;Salta Cautiva;Cerveza Salta Cautiva Roja 473 Ml;473 ml;3166.0;3166.0;0;
Vea;Antares;Cerveza IPA 473 Cc Antares;473 ml;4499.0;4499.0;0;
Vea;Antares;Cerveza Antares Caravana 473 Ml;473 ml;4499.0;4499.0;0;
Vea;Imperial;Cerveza Imperial Golden 1 L;1000 ml;5242.0;5242.0;0;
Vea;Imperial;Cerveza Imperial Golden 473cc;473 ml;3166.0;3166.0;0;
Vea;Imperial;Cerveza Imperial Rubia 710cc;710 ml;4463.0;4463.0;0;
Vea;Imperial;Cerveza APA 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Vea;Imperial;Cerveza Imperial Roja 473cc;473 ml;3322.0;3322.0;0;
Vea;Imperial;Cerveza IPA 473 Cc Imperial;473 ml;3322.0;3322.0;0;
Vea;Quilmes;Cerveza Rubia 340 Cc Quilmes;340 ml;1622.0;1216.5;25;25% QUILMES | Ofertas Internas
Vea;Imperial;Cerveza Extra Lager 473 Cc Imperial;473 ml;3166.0;3166.0;0;
Vea;Imperial;Cerveza Imperial Rubia 1 L;1000 ml;5242.0;5242.0;0;
Vea;Brahma;Cerveza Brahma Chopp Lata 473mlx6;-;16370.0;16370.0;0;
Vea;Antares;Cerveza IPA Sin Alcohol 473 Cc Antares;473 ml;3999.0;3999.0;0;
Vea;Corona;Cerveza Rubia 473 Cc Corona;473 ml;4676.0;3507.0;25;25% CORONA | Ofertas Internas
Vea;Antares;Cerveza Lager 473 Cc Antares;473 ml;3999.0;3999.0;0;
Vea;Miller;Cerveza Lager 330 Cc Miller;330 ml;3893.0;3893.0;0;
Vea;Heineken;Cerveza 0.0 330 Ml Heineken;330 ml;3270.0;3270.0;0;
Vea;Blue Moon;Cerveza Belgian White 473 Cc Blue Moon;473 ml;4723.0;4723.0;0;
Vea;Salta Cautiva;Cerveza Salta Cautiva Rubia 473 Ml;473 ml;3166.0;3166.0;0;
Vea;Pampa Brewing;Cerveza IPA 473 Cc Pampa Brewing;473 ml;3290.0;3290.0;0;
Vea;Pampa Brewing;Cerveza Golden Ale 473 Cc Pampa Brewing;473 ml;2990.0;2990.0;0;
Vea;Antares;Cerveza Kolsch 473 Ml Antares;473 ml;4499.0;4499.0;0;
Vea;Antares;Cerveza Honey 473 Ml Antares;473 ml;4499.0;4499.0;0;
Vea;Iguana;Cerveza Pilsener 1 Lts Iguana;-;3944.0;3944.0;0;
Vea;Miller;Cerveza Rubia 600 Cc Miller;600 ml;5709.0;5709.0;0;
